
"PONUMBER"	"AGENCY"	"ORDEREDDATE"	"VENDORCOMMODITYDESC"	"QUANTITYORDERED"	"PRICE"	"VENDORID"	"VENDORNAME"	"VENDORADDRESS"	"VENDORCITY"	"VENDORSTATE"	"VENDORPOSTALCODE"	"VENDORLOC_EMAILADDRESS"	"NIGPCODE"	"NIGPDESCRIPTION"	"UOMCode"	"UOMDesc"	"VENDORPARTNUMBER"	"MANPARTNUMBER"
"DO19680"	"Eastern State Hospital"	"05/22/2002"	"Minolta EP3000 Copier, Benchmark 3, 36 month rental in accordance with VA State Contract No. 60002-01."	0	92.3	"c1662"	"MINOLTA CORPORATION"	"101 Williams Drive"	"Ramsey"	"NJ"	"07446"	"mcustomer.support@minolta.com"	"60038"	"Copy Machines, Bond (Plain) Paper Type Including Parts and Accessories"	"MON"	"month"	""	""
"DO19680"	"Eastern State Hospital"	"05/22/2002"	"10 Bin Sorter for Minolta EP3000 Copier.  36 month rental."	0	14	"c1662"	"MINOLTA CORPORATION"	"101 Williams Drive"	"Ramsey"	"NJ"	"07446"	"mcustomer.support@minolta.com"	"60038"	"Copy Machines, Bond (Plain) Paper Type Including Parts and Accessories"	"MON"	"month"	""	""
"DO37415"	"Department of Corrections"	"09/30/2002"	"Item# ********* BlueBackingwwhiteletters7total,1eachtoread:Alston,Brown,Claud,Hawkes,Irving,Rogers,Watson"	7	4.05	"c21685"	"VIRGINIA CORRECTIONAL ENTERPRISES"	"8030 White Bark Terrace"	"Richmond"	"VA"	"23237"	"vcecustsrvc@vadoc.state.va.us"	"20013"	"Children's Clothing"	"EA"	"each"	""	""
"DO19573"	"Eastern State Hospital"	"05/22/2002"	"Minolta EP3000 Copier.  Benchmark 3.  36 month rental in accordance with VA State Contract No. 60002-01.  $92.30 per month ($3,322.80 total)"	0	92.3	"c1662"	"MINOLTA CORPORATION"	"101 Williams Drive"	"Ramsey"	"NJ"	"07446"	"mcustomer.support@minolta.com"	"60038"	"Copy Machines, Bond (Plain) Paper Type Including Parts and Accessories"	"MON"	"month"	""	""
"DO19573"	"Eastern State Hospital"	"05/22/2002"	"10 Bin Sorter for Minolta EP3000 Copier.  36 month rental.  $14 per month."	0	14	"c1662"	"MINOLTA CORPORATION"	"101 Williams Drive"	"Ramsey"	"NJ"	"07446"	"mcustomer.support@minolta.com"	"60038"	"Copy Machines, Bond (Plain) Paper Type Including Parts and Accessories"	"MON"	"month"	""	""
"DO37421"	"Department of General Services"	"09/30/2002"	"Credenza singel pedestal left 24"x72" item 3305 01 0000 Commonwealth Collection"	1	1025	"c21685"	"VIRGINIA CORRECTIONAL ENTERPRISES"	"8030 White Bark Terrace"	"Richmond"	"VA"	"23237"	"vcecustsrvc@vadoc.state.va.us"	"42500"	"FURNITURE: OFFICE"	"EA"	"each"	""	""
"DO19752"	"Eastern State Hospital"	"05/23/2002"	"Minolta EP3000 Copier, Benchmark 3, 36 month rental in accordance with VA State Contract No. 60002-01."	0	92.3	"c1662"	"MINOLTA CORPORATION"	"101 Williams Drive"	"Ramsey"	"NJ"	"07446"	"mcustomer.support@minolta.com"	"60038"	"Copy Machines, Bond (Plain) Paper Type Including Parts and Accessories"	"MON"	"month"	""	""
"DO19752"	"Eastern State Hospital"	"05/23/2002"	"10 Bin Sorter for Minolta EP3000, 36 month rental."	0	14	"c1662"	"MINOLTA CORPORATION"	"101 Williams Drive"	"Ramsey"	"NJ"	"07446"	"mcustomer.support@minolta.com"	"60038"	"Copy Machines, Bond (Plain) Paper Type Including Parts and Accessories"	"MON"	"month"	""	""
"DO37424"	"Red Onion Correctional Center"	"09/30/2002"	"274227-4 Gasket"	1	3	"999999999999"	"Hobart"	"1836 Volunteer Parkway"	"Bristol"	"TN"	"37620"	""	"81522"	"Gaskets: Flange, Handhole and Manhole, All Types"	"EA"	"each"	""	""
"DO37416"	"Virginia State University"	"09/30/2002"	"3-1/2in Diskettes, Formatted, PC Format, 1.44MB, DS-HD"	5	3.69	"c16503"	"Supply Room"	"PO Box 1810"	"Ashland"	"VA"	"23005"	"achildress@thesupplyroom.com"	"20742"	"Diskettes, Disk Packs, Floppy Diskettes, Labels, etc."	"BX"	"box"	"IMN12881"	"IMN12881"
"DO37416"	"Virginia State University"	"09/30/2002"	"Plain Recycled Post It Notes, 3inx5in, Yellow"	12	.83	"c16503"	"Supply Room"	"PO Box 1810"	"Ashland"	"VA"	"23005"	"achildress@thesupplyroom.com"	"64590"	"Text Paper (Including Recycled)"	"PD"	"pad"	"MMM655RPYW"	"MMM655RPYW"
"PCO6343"	"Department of Education"	"09/30/2002"	"THERMOGRAPHIC BUSINESS CARDS - 2"x3-1/2 PMS REFELX BLUE INK, 500 CARDS PER ORIGINAL - JAMES HEYWOOD - KATHLEEN SMITH"	2	9.57	"c14933"	"Dister, Inc."	"832 Widgeon Rd"	"Norfolk"	"VA"	"23513"	"bctvirginia@earthlink.net"	"64535"	"Cover Stock (Including Recycled)"	"BX"	"box"	""	""
"PCO6338"	"John Tyler Community College"	"09/30/2002"	"BELTS, RMA BELT NO. B81, STOCK NO. 3X645"	3	16.03	"c7188"	"Grainger Industrial Supply"	"2424 Magnolia Ct."	"Richmond"	"VA"	"23223"	"vastate.552@grainger.com"	"11074"	"V-Belts, Automotive Fan and Generator"	"EA"	"each"	""	""
"DO37416"	"Virginia State University"	"09/30/2002"	"OIC99912  CLIP, PAPER #1"	24	.13	"c16503"	"Supply Room"	"PO Box 1810"	"Ashland"	"VA"	"23005"	"achildress@thesupplyroom.com"	"61569"	"Paper Clips, Clamps, Fasteners (Round and Flat Head), Dispensers, etc."	"BX"	"box"	""	""
"DO36147"	"Catawba Hospital"	"09/22/2002"	"SKIM MILK, 1/2 PINTS"	900	.1566	"c14588"	"Valley Rich Dairy"	"3621 Aerial Way Drive"	"Roanoke"	"VA"	"24018"	"dsutler@valleyrich.com"	"38075"	"Milk, All Types"	"CT"	"carton"	""	""
"DO59151"	"Danville Community College"	"01/30/2003"	"OFFICE SUPPLIES"	1	1718.8299999999999272404238581657409668	"999999999999"	"The Supply "	""	""	""	""	""	"61500"	"OFFICE SUPPLIES, GENERAL"	"LO"	"lot"	""	""
"PCO3515"	"Paul D. Camp Community College"	"05/30/2002"	"S5R1304  Tilt Truck, Rubbermaid, 1/2 Cu. Yds. 300 lb. Capacity "	0	287.99	"c7165"	"AMERICAN HOTEL REGISTER CO"	"100 S. Milwaukee Ave, Attn: Government Sales"	"Vernon Hills"	"IL"	"60061"	"government@americanhotel.com"	"48594"	"Waste Receptacles and Dust Pans"	"EA"	"each"	""	""
"PCO3515"	"Paul D. Camp Community College"	"05/30/2002"	"G5KR36HT-2000  Receptacles, Indoor/Outdoor, Hinged Top, 29 Gallon, Gray/Dove Gray  "	0	467.99	"c7165"	"AMERICAN HOTEL REGISTER CO"	"100 S. Milwaukee Ave, Attn: Government Sales"	"Vernon Hills"	"IL"	"60061"	"government@americanhotel.com"	"48594"	"Waste Receptacles and Dust Pans"	"EA"	"each"	""	""
"PCO3515"	"Paul D. Camp Community College"	"05/30/2002"	"TKY0603  Smokers Outpost, Maintenance Free, Indoor/Outdoor  "	0	69.99	"c7165"	"AMERICAN HOTEL REGISTER CO"	"100 S. Milwaukee Ave, Attn: Government Sales"	"Vernon Hills"	"IL"	"60061"	"government@americanhotel.com"	"48594"	"Waste Receptacles and Dust Pans"	"EA"	"each"	""	""
"DO37416"	"Virginia State University"	"09/30/2002"	"TSRA63  ENV CLASP 6X9 KRT"	10	6.38	"c16503"	"Supply Room"	"PO Box 1810"	"Ashland"	"VA"	"23005"	"achildress@thesupplyroom.com"	"31006"	"Envelopes: Clasp, String, etc."	"BX"	"box"	""	""
"PCO3515"	"Paul D. Camp Community College"	"05/30/2002"	"S5R3543  Funnel Top for 32-Gal. Brute, Rubbermaid, Gray  "	0	30.99	"c7165"	"AMERICAN HOTEL REGISTER CO"	"100 S. Milwaukee Ave, Attn: Government Sales"	"Vernon Hills"	"IL"	"60061"	"government@americanhotel.com"	"48594"	"Waste Receptacles and Dust Pans"	"EA"	"each"	""	""
"DO20407"	"Department of Medical Assistance Services"	"05/30/2002"	"item #: C7097A
HP COLOR Laserjet 8550N"	0	4517.97	"c18695"	"DIGITAL INTELLIGENCE SYSTEMS CORPORATION"	"4151 Lafayette Center Drive, Suite 600"	"Chantilly"	"VA"	"20151"	"sales@disys.com"	"20477"	"Printers, Laser"	"EA"	"each"	""	""

"DO37424"	"Red Onion Correctional Center"	"09/30/2002"	"271839-1 Coil, Solenoid Valve"	1	38.3	"999999999999"	"Hobart"	"1836 Volunteer Parkway"	"Bristol"	"TN"	"37620"	""	"06036"	"Electrical Accessories: Alternators, Ammeters, Coils, Distributors, Generators, Regulators, Starters, etc."	"EA"	"each"	""	""
"PCO3515"	"Paul D. Camp Community College"	"05/30/2002"	"S5R2632-GRY  Rubbermaid Brute 32-Gallon Receptacle "	0	26.99	"c7165"	"AMERICAN HOTEL REGISTER CO"	"100 S. Milwaukee Ave, Attn: Government Sales"	"Vernon Hills"	"IL"	"60061"	"government@americanhotel.com"	"48594"	"Waste Receptacles and Dust Pans"	"EA"	"each"	""	""
"DO59124"	"Virginia State University"	"01/30/2003"	"TSRPCG  GAINT PAPER CLIPS"	5	.200000000000000011102230246251565404236	"195583778"	"Supply Room"	"PO BOX 1810"	"ASHLAND"	"VA"	"23005"	"lreece@thesupplyroom.com"	"61569"	"Paper Clips, Clamps, Fasteners (Round and Flat Head), Dispensers, etc."	"BX"	"box"	"TSRPCG"	""
"DO21460"	"Bland Correctional Center"	"06/07/2002"	"12-month lease of Xerox 5830T Copier, (includes maintenance and supplies) Base unit 20,000 copies @.0113=$226.00.  (Copies from 20,001 to 35,000 to be billed @.0002 each and over 35,000 @.0002 each)"	0	226	"c2372"	"XEROX CORPORATION"	"1700 Bayberry Ct, Suite 200"	"Richmond"	"VA"	"23226"	"linda.L.campbell@usa.xerox.com"	"60038"	"Copy Machines, Bond (Plain) Paper Type Including Parts and Accessories"	"MON"	"month"	""	""
"DO21721"	"Other eVA Localities"	"06/10/2002"	"DRINK BASE LEMONADE PRESWT 6/#10"	0	133.2142	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39377"	"Soft Drinks"	"CS"	"case"	"912327"	""
"DO21656"	"Department of Motor Vehicles"	"06/08/2002"	"Whelen Dash King Single Selectable Strobe Light for Non-Descript Police Vehicles - J-DL016"	0	144.99	"999999999999"	"Galls "	"1340 Russell Cave Road"	"Lexington"	"Ke"	"40505"	""	"28552"	"Lamps: Portable, Shop, and Work Site"	"EA"	"each"	""	""
"DO22148"	"Virginia State Police"	"06/12/2002"	"Paper cutter for Adler-Royal 1228PD Plus (price quoted by Sam Lancaster)"	0	4.5	"c22396"	"RALEIGH TYPEWRITER EXCHANGE INC"	"P.O. Box 2152"	"Raleigh"	"NC"	"27602"	"fmyers1945@aol.com"	"61500"	"OFFICE SUPPLIES, GENERAL"	"EA"	"each"	""	""
"DO22053"	"Virginia Department of Health"	"06/12/2002"	"Mita AI 2310  copier @ $96.00/month plus rotate  sort @ $9.00/month plus cabinet @$15.00/month.  Up to 4000 copies per month."	0	120	"c17122"	"COBB OFFICE PRODUCTS INC"	"8827 Staples Mill Road"	"Richmond"	"VA"	"23228"	"tcavanaugh@cobbtechnologies.com"	"60038"	"Copy Machines, Bond (Plain) Paper Type Including Parts and Accessories"	"MON"	"month"	""	""
"DO22120"	"Deerfield Correctional Center"	"06/12/2002"	"CRACKERS, GRAHAM, HONEY; INDIVIDUAL SERVINGS -2 PER PKG., CASE PACK: 200 SERVING,  COUNT/CS.: 200 PKG, NET WEIGHT/CS.: 6.61"	0	9.44	"e1410"	"Zecurtek"	"8003 Orchard park Way"	"Bowie"	"MD"	"20715"	"emmerL@msn.com"	"39343"	"Crackers and Cookies, Packaged"	"CS"	"case"	"00140"	"KEEBLER PRODUCT # 38406"
"DO22120"	"Deerfield Correctional Center"	"06/12/2002"	"CRACKERS, SODA, INDIVIDUAL SERVINGS - 2 PER PKG., CASE PACK: 500, SERVING COUNT/CS.: 500 PKG, NET WEIGHT/CS.: 6.50"	0	8.16	"e1410"	"Zecurtek"	"8003 Orchard park Way"	"Bowie"	"MD"	"20715"	"emmerL@msn.com"	"39343"	"Crackers and Cookies, Packaged"	"CS"	"case"	"00080"	"KEEBLER PRODUCT # 01008"
"DO35907"	"Buckingham Correctional Center"	"09/20/2002"	"5311-34-19x32:  Size 19 x 32 L/S Dress Shirt"	10	27.5	"c21685"	"VIRGINIA CORRECTIONAL ENTERPRISES"	"8030 White Bark Terrace"	"Richmond"	"VA"	"23237"	"vcecustsrvc@vadoc.state.va.us"	"20070"	"Shirts, Dress and Casual"	"EA"	"each"	""	""
"DO21738"	"Other eVA Localities"	"06/10/2002"	"PAPER WAX, ROLL #7955   6/RLS"	0	20.4754	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"64500"	"PAPER (FOR OFFICE AND PRINT SHOP USE)"	"CS"	"case"	"920079"	""
"DO21698"	"Other eVA Localities"	"06/10/2002"	"CORN CREAM GOLD US EX STD 6/10"	0	19.945475	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39084"	"Vegetables, Fresh"	"CS"	"case"	"910671"	""
"DO21698"	"Other eVA Localities"	"06/10/2002"	"NAVY DRIED BEANS US #1     20#"	0	8.4337	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39387"	"Vegetables, Dried, Beans, Peas, etc."	"BX"	"box"	"912193"	""
"DO21721"	"Other eVA Localities"	"06/10/2002"	"PEACHES HALVE YC NJ       6/10"	0	23.395625	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39028"	"Fruits, Fresh"	"CS"	"case"	"910101"	""
"DO21721"	"Other eVA Localities"	"06/10/2002"	"LEMON JUICE CONCENTRATE 6/48OZ"	0	20.802375	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39360"	"Juices, Fruit and Vegetable (Not Frozen)"	"CS"	"case"	"910465"	""
"DO35907"	"Buckingham Correctional Center"	"09/20/2002"	" ********* 2x38:  Size 17 1/2 x 38 L/S Dress Shirt With 3" Tail Extension"	5	27.5	"c21685"	"VIRGINIA CORRECTIONAL ENTERPRISES"	"8030 White Bark Terrace"	"Richmond"	"VA"	"23237"	"vcecustsrvc@vadoc.state.va.us"	"20070"	"Shirts, Dress and Casual"	"EA"	"each"	""	""
"DO21736"	"Other eVA Localities"	"06/10/2002"	"PEACHES HALVE YC NJ       6/10"	0	23.395625	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39028"	"Fruits, Fresh"	"CS"	"case"	"910101"	""
"DO21738"	"Other eVA Localities"	"06/10/2002"	"PAPER TOWELS 243-91 MF 2880/CS."	0	11.9628	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"64075"	"Toilet Tissues, Paper Towels, and Toilet Seat Covers"	"CS"	"case"	"920022"	""
"DO21738"	"Other eVA Localities"	"06/10/2002"	"PEACHES HALVE YC NJ       6/10"	0	23.395625	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39028"	"Fruits, Fresh"	"CS"	"case"	"910101"	""
"DO21736"	"Other eVA Localities"	"06/10/2002"	"PAPER WAX, ROLL #7955   6/RLS"	0	20.4754	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"64500"	"PAPER (FOR OFFICE AND PRINT SHOP USE)"	"CS"	"case"	"920079"	""
"DO21736"	"Other eVA Localities"	"06/10/2002"	"PAPER TOWELS 243-91 MF 2880/CS."	0	11.9628	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"64075"	"Toilet Tissues, Paper Towels, and Toilet Seat Covers"	"CS"	"case"	"920022"	""
"DO22671"	"Virginia Department of Health"	"06/17/2002"	"3CC 23 x1 safety lok syringe, latex free syringe w precision glide needle    309594"	0	13.2	"999999999999"	"ALLEGIANCE HEALTHCARE"	"1750 STONERIDGE DRIVE"	"STONE MOUNTAIN"	"GA"	"30083"	""	"47580"	"Syringes and Needles, Hypodermic, Reusable"	"BX"	"box"	""	""
"DO22163"	"Tidewater Community College"	"06/12/2002"	"PRINTING OF BROCHURE FOR RUNNING CAMP. 1000 EACH"	0	670	"999999999999"	"LETTON GOOCH PRINTER"	"700 WEST 21ST ST"	"NORFOLK"	"VA"	"23517"	""	"96600"	"PRINTING AND RELATED SERVICES"	"LO"	"lot"	""	""
"DO22205"	"Department of Corrections"	"06/13/2002"	"24" Flourescent Lamps.  Item # 00220 F20T12CW"	0	1.31	"c11314"	"NOLAND COMPANY"	"2101 STAPLES MILL ROAD"	"RICHMOND"	"VA"	"23230"	"markfail@noland.com"	"77083"	"Skylights, All Types"	"EA"	"each"	""	""
"DO58895"	"Virginia Department of Health"	"01/29/2003"	"tc and hdl cassettes"	3	68.4500000000000028421709430404007434845	"999999999999"	"Edwards medical Supply"	"106 South Lake Court
"	"Lexington"	"SC"	"29073"	"www.edwardsmedical.com"	"46500"	"HOSPITAL AND SURGICAL EQUIPMENT, INSTRUMENTS, AND SUPPLIES"	"BX"	"box"	"17951"	""

"PCO3885"	"Department of General Services"	"06/18/2002"	"Nu-Brite  coil  cleaner,  Part  Number  C429108."	0	13.53	"e2784"	"Aireco, Inc"	"9120 Washington Blvd, P.O. Box 414"	"Savage"	"MD"	"20763"	"mkemp@aireco.com"	"61500"	"OFFICE SUPPLIES, GENERAL"	"EA"	"each"	""	""
"PCO3885"	"Department of General Services"	"06/18/2002"	"No.  300P  poly sprayer,  Part  no.  4772-0"	0	73.28	"e2784"	"Aireco, Inc"	"9120 Washington Blvd, P.O. Box 414"	"Savage"	"MD"	"20763"	"mkemp@aireco.com"	"61500"	"OFFICE SUPPLIES, GENERAL"	"EA"	"each"	""	""
"DO22768"	"Department of Behavioral Health and Developmental Services"	"06/18/2002"	"Renewal of 12-month rental of a Xerox 5830 copier located on the 4th floor with s/n:1WE101150 to be replaced with a NEW COPIER."	0	3432	"999999999999"	"Xerox Corporation"	"1700 Bayberry Court
Suite 200"	"Richmond"	"VA"	"23226"	""	"64533"	"Copy Paper - Specialized High Speed (Included Recycled)"	"EA"	"each"	""	""

"DO22767"	"Department of Behavioral Health and Developmental Services"	"06/18/2002"	"Renewal of 12-month rental of the current Xerox5830 copier located on the 6th floor with s/n:1WE082026"	0	3420	"999999999999"	"Xerox Corporation"	"1700 Bayberry Court
Suite 200"	"Richmond"	"VA"	"23226"	""	"64533"	"Copy Paper - Specialized High Speed (Included Recycled)"	"EA"	"each"	""	""

"DO22766"	"Department of Behavioral Health and Developmental Services"	"06/18/2002"	"Renewal of 12-month rental of the current Xerox 5665  copier located on the 13th floor with S/N7TL012253"	0	6288	"999999999999"	"Xerox Corporation"	"1700 Bayberry Court
Suite 200"	"Richmond"	"VA"	"23226"	""	"64533"	"Copy Paper - Specialized High Speed (Included Recycled)"	"EA"	"each"	""	""

"DO22903"	"Department of General Services"	"06/19/2002"	"Temporary Contract Service Worker for the period Beginning July 1, 2002 through September 30, 2002 (8 HOUR WORK DAY) 528 HOURS x $15.39/HR."	0	15.39	"c7543"	"SEDONA INDUSTRIAL STAFFING"	"1602 Rolling Hills Drive, Suite 104, P.O. Box K-188"	"Richmond"	"VA"	"23229"	"cartermc@mindspring.com"	"96269"	"Personnel Services, Temporary"	"HUR"	"hour"	""	""
"PCO6074"	"Danville Community College"	"09/19/2002"	"Precise Rollerball Pen, Extra Fine Point, Green Ink"	12	1.43	"c16503"	"Supply Room"	"PO Box 1810"	"Ashland"	"VA"	"23005"	"achildress@thesupplyroom.com"	"62080"	"Pens (General Writing Types): Ball Point, Nylon Tip, Plastic Tip, etc."	"EA"	"each"	"PIL25104"	"PIL25104"
"DO35889"	"Dillwyn Correctional Center"	"09/19/2002"	"BROWNIE MIX               6/6#"	20	20.734725	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39346"	"Desserts: Packaged, Canned, and Mixes (Includes Cake Mixes, Gelatins, Icings, etc.)"	"CS"	"case"	"911998"	""
"DO35701"	"Dillwyn Correctional Center"	"09/19/2002"	"ITEM #97496 TYVEK SLEEVES"	1	106.52	"999999999999"	"CONSOLIDATED PLASTICS"	"8181 DARROW ROAD"	"TWINSBURG"	"OH"	"44087"	""	"34508"	"Clothing and Belts, Safety (Not Automotive)(See 345-79 for Reflective Type)"	"CS"	"case"	""	""
"DO23537"	"Department of Corrections"	"06/24/2002"	"Coveralls - See attached requsition for sizes and specifications."	0	23970.9	"999999999999"	"Adolphe Lafont USA, Inc."	"P.O. Box 113"	"Crystal Springs"	"MS"	"39059"	""	"20092"	"Work Clothes"	"EA"	"each"	""	""
"DO23646"	"Department of General Services"	"06/25/2002"	"Inspecton services through July 31, 2002"	0	60.24	"999999999999"	"URS Construction Services"	"1001 East Main Street, Suite 1003"	"Richmond"	"Vi"	"23219"	""	"90922"	"Building Construction, Non-Residential (Office Bldg., etc.)"	"HUR"	"hour"	""	""
"DO23646"	"Department of General Services"	"06/25/2002"	"Clerical services through July 31, 2002"	0	28.54	"999999999999"	"URS Construction Services"	"1001 East Main Street, Suite 1003"	"Richmond"	"Vi"	"23219"	""	"90922"	"Building Construction, Non-Residential (Office Bldg., etc.)"	"HUR"	"hour"	""	""
"DO23646"	"Department of General Services"	"06/25/2002"	"Inspection services through February 14, 2003"	0	62.05	"999999999999"	"URS Construction Services"	"1001 East Main Street, Suite 1003"	"Richmond"	"Vi"	"23219"	""	"90922"	"Building Construction, Non-Residential (Office Bldg., etc.)"	"HUR"	"hour"	""	""
"DO23646"	"Department of General Services"	"06/25/2002"	"Clerical services through February 14, 2003"	0	29.4	"999999999999"	"URS Construction Services"	"1001 East Main Street, Suite 1003"	"Richmond"	"Vi"	"23219"	""	"90922"	"Building Construction, Non-Residential (Office Bldg., etc.)"	"HUR"	"hour"	""	""
"DO35889"	"Dillwyn Correctional Center"	"09/19/2002"	"TUNA IN WATER SOLID PACK  6/64"	15	23.8128	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39374"	"Seafood, Canned"	"CS"	"case"	"911386"	""
"DO23677"	"Western State Hospital"	"06/25/2002"	"MILK AND RELATED ITEMS DELIVERED DIRECT TO NUTRITION SVC @ WESTERN STATE AS CALLED FOR DURING THE PERIOD ********* 2003"	0	100000	"e1666"	"Shenandoah's Pride LLC"	"5325 Port Royal Road"	"Springfield"	"VA"	"22151"	"patty_renwick@deanfoods.com"	"38075"	"Milk, All Types"	"LO"	"lot"	""	""
"DO35701"	"Dillwyn Correctional Center"	"09/19/2002"	"SHIPPING CHARGES"	1	9	"999999999999"	"CONSOLIDATED PLASTICS"	"8181 DARROW ROAD"	"TWINSBURG"	"OH"	"44087"	""	"34508"	"Clothing and Belts, Safety (Not Automotive)(See 345-79 for Reflective Type)"	"EA"	"each"	""	""
"DO23113"	"Department of Conservation and Recreation"	"06/20/2002"	"Server for BMP/META Frame   per quote #32296"	0	7695	"c25225"	"COMPAQ COMPUTER CORP"	"10810 Farnam Drive, GEM Sales"	"Omaha"	"NE"	"68154"	"john.hagerty@compaq.com"	"92045"	"Software Maintenance/Support"	"EA"	"each"	""	""
"DO35683"	"Bland Correctional Center"	"09/19/2002"	"CUPS 3 OZ MEDICINE DMR-3    5M"	15	83.942375	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"64060"	"Plastic and Styrofoam Products: Cups, Forks, Plastic Coated Dishes, Plastic Food Wrap, Cooking Bags, Sandwich Bags, Spoons, Straws, Doilies, etc."	"CS"	"case"	"920261"	""
"DO24174"	"Norfolk State University"	"07/01/2002"	"FURNISH ALL LABOR, MATERIALS AND EQUIPMENT TO REMOVE THE FURNITURE AND THE CARPET IN ALL ROOMS AND INSTALL NEW VINYL TILE IN THE MIDRISE DORM."	1	94240	"999999999999"	"CONTINENTAL FLOORING CO."	"5111 N. SCOTTSDALE ROAD, SUITE 208"	"SCOTTSDALE"	"AZ"	"85250"	"gsainfo@cfc4u.com"	"36056"	"Sheet Vinyl, Cushioned"	"LO"	"lot"	""	""
"DO24247"	"Southern Virginia Mental Health Institute"	"07/02/2002"	"MAYONNAISE PLASTIC SC CAP  4/1"	1	11.97405	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39348"	"Dressings, Condiments, Sauces, and Gravies"	"CS"	"case"	"911121"	""
"DO24247"	"Southern Virginia Mental Health Institute"	"07/02/2002"	"BARBECUE SAUCE US FANCY    4/1"	1	17.645375	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39348"	"Dressings, Condiments, Sauces, and Gravies"	"CS"	"case"	"911166"	""
"DO24247"	"Southern Virginia Mental Health Institute"	"07/02/2002"	"VINEGAR CIDER PURE APPLE   4/1"	1	8.2871	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39388"	"Vinegar"	"CS"	"case"	"911201"	""
"DO24247"	"Southern Virginia Mental Health Institute"	"07/02/2002"	"LIGHT BROWN SUGAR        24/1#"	2	12.8986	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39381"	"Sugar and Sweeteners"	"CS"	"case"	"911246"	""
"DO24247"	"Southern Virginia Mental Health Institute"	"07/02/2002"	"CONFECTIONERS SUGAR 10X  24/1#"	1	12.8986	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39381"	"Sugar and Sweeteners"	"CS"	"case"	"911256"	""
"DO24247"	"Southern Virginia Mental Health Institute"	"07/02/2002"	"SUGAR GRANULATED          8/5#"	2	13.541275	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39381"	"Sugar and Sweeteners"	"BL"	"bale"	"911265"	""
"DO24247"	"Southern Virginia Mental Health Institute"	"07/02/2002"	"CREAMER NON DAIRY IND 1M/2.8  GR"	2	9.5387	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39344"	"Cream Substitute and Other Non-Dairy Items"	"CS"	"case"	"911274"	""
"DO24247"	"Southern Virginia Mental Health Institute"	"07/02/2002"	"SUGAR GRANULATED IND PK    2/M"	5	8.569	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39381"	"Sugar and Sweeteners"	"CS"	"case"	"911281"	""
