SRC_SOURCE_KEY,SRCCLS_SOURCE_CLASS_CODE,SRCCLS_SOURCE_CLASS_NAME,SRC_SOURCE_CODE,,SRC_SOURCE_NAME
1233,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08306,,PENALTIES VIOLATION SEED TREE LAW
2475,02,RIGHTS AND PRIVILEGES,02740,,LAND PRESERVATION REVENUE - HB 447
2476,15,FEDERAL GRANTS AND CONTRACTS,15657,,Endangered Species Conservation
2477,17,FEDERAL GRANTS AND CONTRACTS,17276,,HEALTH COVERAGE TAX CREDIT - ARRA
2478,45,FEDERAL GRANTS AND CONTRACTS,45309,,MUSEUM GRANTS FOR AFRICAN AMERICAN HISTORY CULTU
2479,93,FEDERAL GRANTS AND CONTRACTS,93015,,HIV Prevention Programs for Women
2480,93,FEDERAL GRANTS AND CONTRACTS,93296,,ST PARTNERSHIP GRANT PROG TO IMPROV MINORITY HLTH
2481,93,FEDERAL GRANTS AND CONTRACTS,93505,,Maternal Infant Early Childhood Home Visiting PR
2482,93,FEDERAL GRANTS AND CONTRACTS,93511,,ACA-GRANTS TO STATES FOR HLTH INS PREMIUM REVIEW
2483,93,FEDERAL GRANTS AND CONTRACTS,93519,,ACA-CONSUMER ASSISTANCE PROGRAM GRANTS
2515,10,FEDERAL GRANTS AND CONTRACTS,10676,,FOREST LEGACY PROGRAM
2516,16,FEDERAL GRANTS AND CONTRACTS,16013,,VIOLENCE AGAINST WOMEN ACT COURT TRAINING IMPROV
2517,19,FEDERAL GRANTS AND CONTRACTS,19501,,PUBLIC DIPLOMACY PRGMS FOR AFGHANISTAN PAKISTAN
2518,20,FEDERAL GRANTS AND CONTRACTS,20522,,ALTERNATIVES ANALYSIS
2519,43,FEDERAL GRANTS AND CONTRACTS,43008,,EDUCATION
2520,93,FEDERAL GRANTS AND CONTRACTS,93539,,PREVENTION AND PUBLIC HEALTH ACA ¿ IMMUNIZATION PROG
2521,93,FEDERAL GRANTS AND CONTRACTS,93544,,"CHRONIC DISEASE, HLTH PROMOTION SURVEILLANCE PRG"
2522,93,FEDERAL GRANTS AND CONTRACTS,93978,,PHS_STD RESEARCH DEMOS AND PUB INFO AND EDU GRANTS
2523,97,FEDERAL GRANTS AND CONTRACTS,97044,,ASSISTANCE TO FIREFIGHTERS GRANT
2435,15,FEDERAL GRANTS AND CONTRACTS,15931,,CONSERVATION ACTIVITIES BY YOUTH SERV ORGS - ARRA
2436,19,FEDERAL GRANTS AND CONTRACTS,19408,,ACADEMIC EXCHANGE PROGRAMS - TEACHERS
2437,19,FEDERAL GRANTS AND CONTRACTS,19432,,ACADEMIC EXCHANGE PROGRAMS - EDU ADV AND STUD SERVS
2438,42,FEDERAL GRANTS AND CONTRACTS,42001,,BOOKS FOR THE BLIND AND PHYSICALLY HANDICAPPED
2439,84,FEDERAL GRANTS AND CONTRACTS,84410,,EDUCATION JOBS FUND - ARRA
2440,93,FEDERAL GRANTS AND CONTRACTS,93089,,EMERGENCY SYS FOR ADV REG OF VOLUNTEER HTLT PROFES
2441,93,FEDERAL GRANTS AND CONTRACTS,93411,,EQUIPMENT TO ENHANCE TRAIN - HEALTH PROFESSIONALS - ARRA
2442,93,FEDERAL GRANTS AND CONTRACTS,93521,,"BUILDING EPID, LAB HEALTH INFO SYS CAP FOR ELC/EIP"
2443,93,FEDERAL GRANTS AND CONTRACTS,93729,,HEALTH INFO TECHNOLOGY PUBLIC HEALTH - ARRA
2444,93,FEDERAL GRANTS AND CONTRACTS,93928,,SPECIAL PROJECTS OF NATIONAL SIGNIFICANCE
2445,12,FEDERAL GRANTS AND CONTRACTS,12900,,LANGUAGE GRANT PROGRAM
382,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05050,,MANUFACTURED HOME ASSESSMENT FEES
430,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05058,,VENDOR REGISTRATION FEES
469,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05066,,ISSUER AGENTS FEE
543,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05076,,PAYDAY LENDER ADDITIONAL/RELOCATION OFFICE
554,06,INSTITUTIONAL REVENUE,06000,,INSTITUTIONAL REVENUE
625,06,INSTITUTIONAL REVENUE,06008,,HIGHER EDU STUDENT FEES
719,06,INSTITUTIONAL REVENUE,06016,,HIGHER EDU STUDENT ATHLETICS
827,06,INSTITUTIONAL REVENUE,06028,,HIGHER EDU FEES - OTHER AUXILIARIES
889,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08115,,FEES COLLECTED/FINES&PENALTIES AGAINST WIC VENDORS
1022,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08124,,HABITUAL OFFENDER INTERVENTION INTERVIEW FEES
179,66,FEDERAL GRANTS AND CONTRACTS,66458,,CAPITALIZATION GRANTS FOR STATE REVOLVING FUNDS
281,66,FEDERAL GRANTS AND CONTRACTS,66471,,OPERATOR CERTIFICATION EXPENSE REIMBURSEMENT GRANT
416,66,FEDERAL GRANTS AND CONTRACTS,66600,,ENVIRONMENTAL PROTECTION CONSOLIDATED GRANTS
540,66,FEDERAL GRANTS AND CONTRACTS,66701,,TOXIC SUBSTANCES COMPLIANCE MONITORING PROGRAM
658,66,FEDERAL GRANTS AND CONTRACTS,66801,,HAZARDOUS WASTE MANAGEMENT STATE PGM SUPPORT
737,66,FEDERAL GRANTS AND CONTRACTS,66817,,STATE AND TRIBAL RESPONSE PROGRAM GRANTS
941,81,FEDERAL GRANTS AND CONTRACTS,81041,,STATE ENERGY CONSERVATION
949,81,FEDERAL GRANTS AND CONTRACTS,81087,,RENEWABLE ENERGY RESEARCH AND DEVELOPMENT
1002,82,FEDERAL GRANTS AND CONTRACTS,82009,,PROFESSIONAL DEVELOPMNT:INTERNATIONAL EDUCATOR/ADM
1013,83,FEDERAL GRANTS AND CONTRACTS,83519,,HAZARD MITIGATION ASSISTANCE
1126,83,FEDERAL GRANTS AND CONTRACTS,83542,,FIRE SUPPRESSION ASSISTANCE
1223,83,FEDERAL GRANTS AND CONTRACTS,83557,,PRE-DISASTER MITIGATION
1257,14,FEDERAL GRANTS AND CONTRACTS,14853,,PUBLIC HOUSING-TENANT OPPORTUNITIES PROGRAM
1345,15,FEDERAL GRANTS AND CONTRACTS,15250,,REGULATION OF SURFACE COAL MINING
1353,15,FEDERAL GRANTS AND CONTRACTS,15614,,"COASTAL WETLANDS PLANNING,PROTECTION&RESTORATION"
1461,15,FEDERAL GRANTS AND CONTRACTS,15628,,MULTI-STATE CONSERVATION GRANTS
1469,15,FEDERAL GRANTS AND CONTRACTS,15810,,NATIONAL COOPERATIVE GEOLOGIC MAPPING PROGRAM
86,01,TAXES,01008,,NATURAL GAS CONSUMPTION TAX
128,01,TAXES,01018,,INCOME OF CORPORATIONS
201,01,TAXES,01038,,DEEDS OF CONVEYANCE
209,01,TAXES,01046,,AVIATION FUEL TAX
293,01,TAXES,01054,,ABC LITER TAX-LOCALITIES SHARE
346,01,TAXES,01063,,PORK EXCISE TAX
360,01,TAXES,01071,,IRISH POTATO EXCISE TAX
478,01,TAXES,01082,,ABC STATE SALES AND USE TAX
596,01,TAXES,01090,,INTEREST OWED ON OVERPAYMENT OF TAXES
669,01,TAXES,01100,,INDIVIDUAL FIDUCIARY INCOME TAX - 2000
749,01,TAXES,01112,,ESTIMATED INCOME TAX - 2002
824,01,TAXES,01200,,MISC TAX COLLECTIONS-UNDISTRIBUTED
870,02,RIGHTS AND PRIVILEGES,02106,,AGRICULTURAL PRODUCTS DEALER LICENSES
936,02,RIGHTS AND PRIVILEGES,02114,,BRANCH PILOT REGULATORY FEES
986,09,OTHER REVENUE,09050,,RECEIPTS FROM PORT OPERATIONS
1108,09,OTHER REVENUE,09074,,ADMIN ALLOCATIONS FOR STUDENT SCHOLARSHIPS & LOANS
1116,09,OTHER REVENUE,09998,,INSURANCE RECOVERIES
1204,10,FEDERAL GRANTS AND CONTRACTS,10069,,CONSERVATION RESERVE PROGRAM
1212,10,FEDERAL GRANTS AND CONTRACTS,10168,,ADVANCES TRAINING SITES CONTRACT
1220,10,FEDERAL GRANTS AND CONTRACTS,10177,,CHALLENGE PROJECT
1428,10,FEDERAL GRANTS AND CONTRACTS,10185,,CAPITAL PROJECT OUTLAY - DMA
46,84,FEDERAL GRANTS AND CONTRACTS,84365,,ENGLISH LANG ACQUIS:STATE FORMULA GRANT PGM
57,91,FEDERAL GRANTS AND CONTRACTS,91002,,SOLICITED GRANT PROGRAM
154,93,FEDERAL GRANTS AND CONTRACTS,93045,,NUTRITION SERVICES
190,93,FEDERAL GRANTS AND CONTRACTS,93103,,FOOD & DRUG ADMINISTRATION-RESEARCH
223,93,FEDERAL GRANTS AND CONTRACTS,93116,,PROJ GRANTS/COOP AGREEMENTS FOR TUBERCULOSIS PROG
268,93,FEDERAL GRANTS AND CONTRACTS,93127,,EMERGENCY MEDICAL SERVICES FOR CHILDREN
340,93,FEDERAL GRANTS AND CONTRACTS,93144,,DEMO GRANTS F/T PREVENTION OF ALCOHOL & DRUG ABUSE
411,93,FEDERAL GRANTS AND CONTRACTS,93168,,INTERNATIONAL COOP BIODIVERSITY GROUPS PRG
456,93,FEDERAL GRANTS AND CONTRACTS,93197,,CHILDHOOD LEAD POISONING PREVENTION PROJECTS
532,93,FEDERAL GRANTS AND CONTRACTS,93238,,COOP AGREEMENTS STATE TREATMENT OUTCOMES
577,93,FEDERAL GRANTS AND CONTRACTS,93253,,NATIONAL POISON CONTROL SYS STABILIZATION/SUPPORT
651,93,FEDERAL GRANTS AND CONTRACTS,93273,,ALCOHOL RESEARCH PROGRAMS
767,93,FEDERAL GRANTS AND CONTRACTS,93286,,BIOMEDICAL IMAGING RESEARCH
807,93,FEDERAL GRANTS AND CONTRACTS,93361,,NURSING RESEARCH
843,93,FEDERAL GRANTS AND CONTRACTS,93394,,CANCER DETECTION AND DIAGNOSIS RESEARCH
860,93,FEDERAL GRANTS AND CONTRACTS,93560,,FAMILY SUPPORT PAYMENTS TO STATES -ASSIST PAYMENTS
908,93,FEDERAL GRANTS AND CONTRACTS,93575,,CHILD CARE AND DEVELOPMENT BLOCK GRANT
83,84,FEDERAL GRANTS AND CONTRACTS,84021,,INTERNATIONAL:OVERSEAS-GROUP PROJECTS ABROAD
94,84,FEDERAL GRANTS AND CONTRACTS,84044,,TRIO-TALENT SEARCH
137,84,FEDERAL GRANTS AND CONTRACTS,84086,,SPECIAL EDUCATIUON - SEVERELY DISABLED PROGRAM
244,84,FEDERAL GRANTS AND CONTRACTS,84133,,NATIONAL INSTITUTE ON DISABILITY/REHABILITATION
2558,10,FEDERAL GRANTS AND CONTRACTS,10586,,SSN PROG FOR WIC; NUTRITION EDUCATION INNOVATIONS
2559,15,FEDERAL GRANTS AND CONTRACTS,15658,,"NATURAL RESOURCE DAMAGE ASSESS, RESTORE IMPLEMNT"
2560,17,FEDERAL GRANTS AND CONTRACTS,17282,,TAACCCT GRANTS PROGRAM
2561,93,FEDERAL GRANTS AND CONTRACTS,93546,,EARLY RETIREE REINSURANCE PROGRAM
2562,93,FEDERAL GRANTS AND CONTRACTS,93914,,HIV EMERGENCY RELIEF PROJECT GRANTS
2418,43,FEDERAL GRANTS AND CONTRACTS,43004,,Aeronautics Recovery Act - ARRA
2419,93,FEDERAL GRANTS AND CONTRACTS,93403,,Grant - Training Primary Care Med and Density - ARRA
2495,04,"DONATIONS, RECEIPTS AND TRANSFERS",04009,,DONATIONS - VOLUNTARY SOLAR RESOURCE DEVELOPMENT
2496,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05082,,MOTOR VEHICLE TITLE LENDER (MVTL) NEW/RELOC OFF FEE
2497,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05084,,MOTOR VEHICLE TITLE LENDER (MVTL) OTHER BUSINESS FEE
2498,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05085,,MOTOR VEHICLE TITLE LENDER (MVTL) ASSESSMENT FEE
2499,15,FEDERAL GRANTS AND CONTRACTS,15929,,SAVE AMERICAS TREASURES
2500,47,FEDERAL GRANTS AND CONTRACTS,47080,,OFFICE OF CYBERINFRASTRUCTURE
2501,93,FEDERAL GRANTS AND CONTRACTS,93240,,STATE CAPICITY BUILDING
2502,93,FEDERAL GRANTS AND CONTRACTS,93516,,ACA PUBIC HEALTH TRAINING CENTERS PROGRAM
2503,93,FEDERAL GRANTS AND CONTRACTS,93525,,ST PLAN ESTAB GRANTS FOR THE AFFORDABLE CARE ACT
2535,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05081,,MOTOR VEHICLE TITLE LENDER (MVTL) APPLICATION FEE
2536,20,FEDERAL GRANTS AND CONTRACTS,20321,,RAILROAD SAFETY TECHNOLOGY GRANTS
2537,93,FEDERAL GRANTS AND CONTRACTS,93072,,AOA LIFESPAN RESPITE CARE PROGRAM
2538,93,FEDERAL GRANTS AND CONTRACTS,93088,,ADV SYS IMPROV TO SUPPORT TARGETS FOR HLTHY PEOPLE
2539,93,FEDERAL GRANTS AND CONTRACTS,93520,,CDCP-ACA-COMMUNITIES PUTTING PREVENTION TO WORK
2540,93,FEDERAL GRANTS AND CONTRACTS,93888,,SPECIALLY SELECTED HEALTH PROJECTS
2395,12,FEDERAL GRANTS AND CONTRACTS,12351,,COMBATING WEAPONS OF MASS DESTRUCTION
2396,19,FEDERAL GRANTS AND CONTRACTS,19500,,MIDDLE EAST PARTNERSHIP INITIATIVE (MEPI)
2397,84,FEDERAL GRANTS AND CONTRACTS,84017,,INTERNATIONAL RESEARCH AND STUDIES
2415,15,FEDERAL GRANTS AND CONTRACTS,15819,,ENGY COOP TO SUP THE NATL COAL RES DATA SYS NCRDS
2416,17,FEDERAL GRANTS AND CONTRACTS,17278,,WIA DISLOCATED WORKER FORMULA GRANTS
2417,97,FEDERAL GRANTS AND CONTRACTS,97062,,SCHOLARS AND FELLOWS AND EDUCATIONAL PROGRAMS
2349,01,TAXES,01012,,COMMUNICATIONS SALES AND USE TAX
2350,02,RIGHTS AND PRIVILEGES,02237,,FEE-ON-SITE CONSTRC PERMT <1000GPD W/NO OSE/PE DOC
2351,02,RIGHTS AND PRIVILEGES,02238,,FEE FOR CERTIFICATION LETTER W/NO OSE/PE DOC
2352,02,RIGHTS AND PRIVILEGES,02239,,FEE-ON-SITE SEWAGE CONST PRMT<1000GPD W/OSE/PE DOC
2353,02,RIGHTS AND PRIVILEGES,02240,,FEE FOR CERTIFICATION LETTER <1000GPD W/OSE/PE DOC
2354,02,RIGHTS AND PRIVILEGES,02241,,FEE FOR ON-SITE SEWAGE CONSTRCTN PERMIT >1000GPD
2355,02,RIGHTS AND PRIVILEGES,02242,,FEE FOR CERTIFICATION LETTER >1000GPD
2356,02,RIGHTS AND PRIVILEGES,02243,,FEE-COMBINED WELL/ON-SITE SEW CONS PMT W/NO OSE/PE
2357,02,RIGHTS AND PRIVILEGES,02244,,FEE-COMBND WELL/ON-SITE SEW CON PMT<1000GPD-OSE/PE
2358,02,RIGHTS AND PRIVILEGES,02245,,FEE-COMBND WELL/ON-SITE SEW CON PMT>1000GPD-OSE/PE
2359,02,RIGHTS AND PRIVILEGES,02686,,PUBLIC HEALTH EDUCATION FEE
2360,02,RIGHTS AND PRIVILEGES,02728,,CW - ADMINISTRATIVE FEE REVENUE
2361,03,SALES OF PROPERTY AND COMMODITIES,03343,,CW - ACCOUNT CANCELLATION FEE
2362,03,SALES OF PROPERTY AND COMMODITIES,03344,,CW - CHANGE OF BENEFICIARY FEE
2363,03,SALES OF PROPERTY AND COMMODITIES,03345,,CW - CHANGE OF CONTRIBUTOR FEE
2364,03,SALES OF PROPERTY AND COMMODITIES,03346,,CW - ROLLOVER FEE
2365,03,SALES OF PROPERTY AND COMMODITIES,03347,,CW - CHANGE OF INVESTMENT OPTION FEE
2366,03,SALES OF PROPERTY AND COMMODITIES,03348,,CW - EXPEDITED DISTRIBUTION FEE
2367,07,"INTEREST, DIVIDEND AND RENTS",07118,,COLLEGEWEALTH - INTEREST ON FDIC INSURED SAV DEP
2368,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08001,,INTERNET CRIMES AGAINST CHILDREN FEE
2369,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08015,,CW - NON-SUFFICIENT FUNDS FEE
2370,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08116,,CRIMINAL HISTORY FEE
2371,11,FEDERAL GRANTS AND CONTRACTS,11558,,STATE BROADBAND DATA AND DEVLPMNT GRANT PROG - ARRA
2372,15,FEDERAL GRANTS AND CONTRACTS,15816,,MINERALS RESOURCES EXTERNAL RESEARCH PROGRAM
2373,17,FEDERAL GRANTS AND CONTRACTS,17275,,WORKER TRAIN PLCEMNT-HIGH GROWTH AND EMERGING - ARRA
2374,77,FEDERAL GRANTS AND CONTRACTS,77008,,US NUCLEAR REG COMM SCHOLARSHIP AND FELLOWSHIP PRG
2375,81,FEDERAL GRANTS AND CONTRACTS,81133,,GEOLOGIC SEQUESTRATION TRAINING AND RESEARCH - ARRA
2376,84,FEDERAL GRANTS AND CONTRACTS,84293,,FOREIGN LANGUAGE ASSISTANCE
2377,84,FEDERAL GRANTS AND CONTRACTS,84368,,GRANTS FOR ENHANCES ASSESSMENT INSTRUMENTS
2378,93,FEDERAL GRANTS AND CONTRACTS,93719,,ST GRANTS - PROMOTE HEALTH INFO TECHNOLOGY - ARRA
2379,93,FEDERAL GRANTS AND CONTRACTS,93720,,SURVEY AND CERT ASC-HAI PREVENTION INITIATIVE - ARRA
2380,93,FEDERAL GRANTS AND CONTRACTS,93721,,HEALTH INFO TECH PROFESSIONALS-HEALTH CARE - ARRA
2381,93,FEDERAL GRANTS AND CONTRACTS,93723,,PREVNTNANDWELLNSS-ST-TERRITORIES-PACIFIC ISLND- ARRA
2382,93,FEDERAL GRANTS AND CONTRACTS,93725,,CHRONIC DISEASE SELF-MANAGEMENT PROGRAM - ARRA
2197,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08036,,ABUSIVE DRIVER CONVICTION FEE-3RD ANNUAL PAYMENT
2198,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08038,,ABUSIVE DRIVER DEMERIT POINTS FEE
2199,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08108,,SMOKING IN PROHIBITED AREAS CIVIL PENALTY
2200,09,OTHER REVENUE,09017,,MEDICAL REIMBURSEMENT PAYROLL DEDUCTIONS
2201,09,OTHER REVENUE,09076,,RECOVERY STATEWIDE IDC GRANT/CONT AD - ARRA
2202,09,OTHER REVENUE,09077,,RECOVERY AGY G/F IND COST OF GRANT/CONT ADMIN-ARRA
2203,10,FEDERAL GRANTS AND CONTRACTS,10086,,AQUACULTURE ASST GRANTS (CCC FUNDS) - ARRA
2204,10,FEDERAL GRANTS AND CONTRACTS,10766,,COMMUNITY FACILITIES GRANTS AND LOANS
2205,11,FEDERAL GRANTS AND CONTRACTS,11468,,APPLIED METEOROLOGICAL RESEARCH
2206,15,FEDERAL GRANTS AND CONTRACTS,15650,,RESEARCH GRANTS (GENERIC)
2207,16,FEDERAL GRANTS AND CONTRACTS,16746,,CAPITAL CASE LITIGATION
2208,20,FEDERAL GRANTS AND CONTRACTS,20200,,HIGHWAY RESEARCH & DEVELOPMENT PROGRAM
2209,20,FEDERAL GRANTS AND CONTRACTS,20614,,NHTSA DESCRETIONARY SAFETY GRANTS
2210,45,FEDERAL GRANTS AND CONTRACTS,45169,,PROMOTION HUMANITIES DIGITAL HUMANITIES INITIATIVE
2211,66,FEDERAL GRANTS AND CONTRACTS,66818,,BROWNSFIELDS ASSESSMENT AND CLEANUP COOP AGREEMENT
2212,93,FEDERAL GRANTS AND CONTRACTS,93710,,COMMUNITY SERVICES BLOCK GRANT (CSBG) - ARRA
2213,93,FEDERAL GRANTS AND CONTRACTS,93713,,CHILD CARE AND DEVELOPMENT BLOCK GRANT - ARRA
2214,97,FEDERAL GRANTS AND CONTRACTS,97111,,REGIONAL CATASTROPHIC PREPAREDNESS GRANT PGM
2295,10,FEDERAL GRANTS AND CONTRACTS,10002,,BUILD AMERICA BONDS REVENUE - ARRA
2296,93,FEDERAL GRANTS AND CONTRACTS,93714,,EMERGENCY CONTINGENCY FUND TO TANF STATE PGM- ARRA
2297,07,"INTEREST, DIVIDEND AND RENTS",07115,,INTEREST FROM OTHER SOURCES - ARRA
2298,97,FEDERAL GRANTS AND CONTRACTS,97055,,INTEROPERABLE COMMUNICATIONS EQUIPMENT
2299,15,FEDERAL GRANTS AND CONTRACTS,15230,,INVASIVE AND NOXIOUS PLANT MANAGEMENT
2300,16,FEDERAL GRANTS AND CONTRACTS,16748,,CONVICTED OFFENDER/ARRESTEE DNA BACKLOG REDCTN PGM
2301,97,FEDERAL GRANTS AND CONTRACTS,97097,,TRAINING RESOURCE AND DATA EXCHANGE
2302,11,FEDERAL GRANTS AND CONTRACTS,11481,,EDUCATIONAL PARTNERSHIP PROGRAM
1862,01,TAXES,01135,,PARI-MUTUEL WAGERING LICENSE TAX
1863,01,TAXES,01140,,PARI-MUTUEL WAGERING VIRGINIA BREEDERS FUND
1864,02,RIGHTS AND PRIVILEGES,02234,,HOME SERVICE CONTRACT LICENSE FEE
1865,02,RIGHTS AND PRIVILEGES,02625,,ADULT HEALTH SERVICES
1866,02,RIGHTS AND PRIVILEGES,02628,,COMMUNICABLE HEALTH SERVICES
1867,02,RIGHTS AND PRIVILEGES,02633,,CHRONIC HEALTH SERVICES
1868,02,RIGHTS AND PRIVILEGES,02663,,NURSING HOME SCREENING SERVICES
1869,02,RIGHTS AND PRIVILEGES,02684,,NUTRITION SERVICES
1870,02,RIGHTS AND PRIVILEGES,02688,,IMMUNIZATION SERVICES
1871,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08170,,COURT TECHNOLOGY FEE
1872,09,OTHER REVENUE,09026,,CHARGE CARD REBATE FEES
1873,16,FEDERAL GRANTS AND CONTRACTS,16320,,SERVICES FOR TRAFFICKING VICTIMS
1874,16,FEDERAL GRANTS AND CONTRACTS,16589,,RURAL DOMESTIC VIOLENCE/CHILD VICTIM ENFORCEMENT
1875,64,FEDERAL GRANTS AND CONTRACTS,64014,,VETERANS STATE DOMICILARY CARE
1876,66,FEDERAL GRANTS AND CONTRACTS,66439,,TARGETED WATERSHED GRANTS
1877,84,FEDERAL GRANTS AND CONTRACTS,84375,,ACADEMIC COMPETITIVENESS GRANTS
1878,93,FEDERAL GRANTS AND CONTRACTS,93265,,COMPREHENSIVE GERIATRIC EDUCATION PROGRAM
1879,93,FEDERAL GRANTS AND CONTRACTS,93776,,HURRICANE KATRINA RELIEF
1880,93,FEDERAL GRANTS AND CONTRACTS,93946,,STATE-BASED SAFE MOTHERHOOD/INFANT HEALTH PROGRAMS
1881,97,FEDERAL GRANTS AND CONTRACTS,97043,,STATE FIRE TRAINING SYSTEMS GRANTS
1882,97,FEDERAL GRANTS AND CONTRACTS,97067,,HOMELAND SECURITY GRANT PROGRAM
1883,97,FEDERAL GRANTS AND CONTRACTS,97068,,COMPETITIVE TRAINING GRANTS
1902,02,RIGHTS AND PRIVILEGES,02235,,IRP 2ND YEAR PLAN
1903,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05072,,AGENCY TRANSACTION FEES
1904,15,FEDERAL GRANTS AND CONTRACTS,15635,,NEOTROPICAL MIGRATORY BIRD CONSERVATION
1905,11,FEDERAL GRANTS AND CONTRACTS,11611,,MANUFACTURING EXTENSION PARTNERSHIP
1906,15,FEDERAL GRANTS AND CONTRACTS,15626,,HUNTER EDUCATION AND SAFETY PROGRAM
1923,01,TAXES,01106,,INDIVIDUAL FIDUCIARY INCOME TAX - 2006
1924,01,TAXES,01117,,ESTIMATED INCOME TAX - 2007
1925,15,FEDERAL GRANTS AND CONTRACTS,15506,,WATER DESALINATION RESEARCH AND DEVELOPMENT PROG
1926,17,FEDERAL GRANTS AND CONTRACTS,17273,,TEMPORARY LABOR CERTIFICATION FOREIGN WORKERS
999,93,FEDERAL GRANTS AND CONTRACTS,93648,,CHILD WELFARE SERVICES TRAINING GRANTS
1087,93,FEDERAL GRANTS AND CONTRACTS,93674,,INDEPENDENT LIVING
1095,93,FEDERAL GRANTS AND CONTRACTS,93821,,CELL BIOLOGY AND BIOPHYSICS RESEARCH
1192,93,FEDERAL GRANTS AND CONTRACTS,93848,,DIGESTIVE DISEASES & NUTRITION RESEARCH
1200,93,FEDERAL GRANTS AND CONTRACTS,93865,,RESEARCH FOR MOTHERS & CHILDREN
1288,93,FEDERAL GRANTS AND CONTRACTS,93895,,GRANTS FOR FACULTY DEVELOPMENT IN FAMILY MEDICINE
1296,93,FEDERAL GRANTS AND CONTRACTS,93918,,GRANTS OUTPATIENT EARLY INTERVENTION SERV HIV
1056,02,RIGHTS AND PRIVILEGES,02409,,REGULATORY BOARD ENDORSEMENT FEES- OUT
1164,02,RIGHTS AND PRIVILEGES,02417,,PRIVATE SECURITY ALARM RECEIPTS
1172,02,RIGHTS AND PRIVILEGES,02426,,WATER AND WASTEWATER REGULATORY FEES
1180,02,RIGHTS AND PRIVILEGES,02437,,PESTICIDE REGISTERED TECHNICIAN FEE
1268,02,RIGHTS AND PRIVILEGES,02445,,LANDSCAPE ARCHITECT REGULATORY FEES
1276,02,RIGHTS AND PRIVILEGES,02453,,REGULANT LIST
1384,02,RIGHTS AND PRIVILEGES,02500,,FEES FOR MISC PRIVILEGES
1392,02,RIGHTS AND PRIVILEGES,02510,,PUBLIC/PRIVATE PARTNERSHIP HWY TOLLS
1400,02,RIGHTS AND PRIVILEGES,02518,,STATE PARK EDUCATIONAL FEES
1254,02,RIGHTS AND PRIVILEGES,02607,,"RECORDING, COPYING & CERTIFYING PUBLIC RECORDS FEE"
1367,02,RIGHTS AND PRIVILEGES,02615,,VIRGINIA STATE LIBRARY PHOTOSTAT FEES
1375,02,RIGHTS AND PRIVILEGES,02623,,CHILD HEALTH FEES
1483,02,RIGHTS AND PRIVILEGES,02634,,MEAT INSPECTION FEES
1491,02,RIGHTS AND PRIVILEGES,02642,,OTHER REGULATED PRODUCT INSPECTION FEES
1499,02,RIGHTS AND PRIVILEGES,02650,,SEED INSPECTION FEE
1567,02,RIGHTS AND PRIVILEGES,02658,,MISCELLANEOUS ENVIRONMENTAL FEES
1575,02,RIGHTS AND PRIVILEGES,02667,,ASBESTOS PROJECT PERMIT FEES
1643,02,RIGHTS AND PRIVILEGES,02675,,REIMBURSEMENT OF PERSONAL CARE SERVICES
1651,02,RIGHTS AND PRIVILEGES,02683,,HORSE INDUSTRY PROMOTION FEE
1659,02,RIGHTS AND PRIVILEGES,02696,,MEDICAID MATERNAL CARE COORDINATION/EXPANDED SVCS
962,06,INSTITUTIONAL REVENUE,06449,,MH & MR ICF (MEDICAID)
1127,06,INSTITUTIONAL REVENUE,06511,,"CORRECTIONS, FOOD SERVICES-BOARD"
1138,06,INSTITUTIONAL REVENUE,06533,,"CORRECTIONS, COURT ORDERED CHILD SUPPORT PAY"
1328,06,INSTITUTIONAL REVENUE,06626,,OTHER INSTITUTIONAL SALES-MISCELLANEOUS
